"","Lizard_ID","eggID","bd_liz_id","clutch","egg_encl_ID","species","trt","temp","hormone","hatch_date_dmy","season","date_egg_laid_dmy","Julian_lay","days_to_hatch","Julian_hatch_date","egg_mass","egg_length_mm","egg_width_mm","hatch_mass_g","hatch_svl_mm","hatch_tail_orig_mm","juv1_measure_date_dmy","juv1_SVL_mm","juv1_measure_tail_mm","juv1_mass_g","Liz_ID","juv2_measure_date_dmy","juv2_SVL_mm","juv2_measure_tail_mm","juv2_mass_g","person_juv2","liz_status_db","mortality_date_dmy","tail_loss_hatching","tail_loss_juv1","tail_loss_juv2","tail_loss_overall","notes_juv1","notes_juv2","notes_db","juv3_date","juv3_measure_time","Plate_CORT_juv3","juv3_sample_ID","sex","juv3_data_ssue_Y_N","juv3_SVL_mm","juv3_tail_mm","juv3_mass_g","juv3_temperature","juv3_CORT_Treatment","juv3_HandlingTime_sec","juv3_Testosterone_plate","juv3_Testosterone_Final_ng_ml","juv3_T4_plate","juv3_T4_corrected_ng_mL","juv3_Sample_volume_ul","juv3_CORT_Final_Hormone_ng_mL","notes_juv3","juv3_inject_time_sec","juv3_liver_time_sec","juv3_oroboros","juv3_chamber","juv3_basal_corrected.pmol..sec.ng..","juv3_adp_corrected.pmol..sec.ng..","juv3_oligo_corrected.pmol..sec.ng..","juv3_fccp_corrected.pmol..sec.ng..","juv3_RCR.L.R.","juv3_RCR.L.ETS.","juv3_RCR.R.ETS.","juv3_oroboros_comments","Juvenile1_Age","Juvenile2_Age","Juvenile3_Age","hatch_juv3_SVL_growth","hatch_juv3_MASS_growth","hatch_juv1_SVL_growth","hatch_juv1_mass_growth","juv1_juv3_svl_growth","juv1_juv3_mass_growth","hatch_mass_svl","juv1_mass_svl","juv2_mass_svl","juv3_mass_svl","log_hatch_mass","log_hatch_SVL","log_juv1_mass","log_juv1_SVL","log_juv2_mass","log_juv2_SVL","log_juv3_mass","log_juv3_SVL","ScaledMass_hatch","ScaledMass_juv1","ScaledMass_juv2","ScaledMass_juv3"
"80","LD819_21","EG819_21","LD819_21","CL232_21","E021_M","delicata","CORT_28_10pg_Topical","28","high","9/02/2022","2021/22","10/01/2022",10,30,40,0.153,8.69,5.66,0.13,18,25,"3/06/2022",29,38,0.425,"LD819_21","10/08/2022",31,42,0.588,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-08,"9:06","5",93,"F","N",41,55,1.46,28,"high",144,"",NA,"3",0.67,5,139.98,"spinal fluid in blood  ",25,215,72809,"A",0.1704,1.528,0.1959,25.6737,1.1497,0.174,0.1514,"spinal fluid in blood; FCCP measurement not flat",114,182,485,0.0474226804123711,0.00274226804123711,0.0964912280701754,0.00258771929824561,0.032345013477089,0.00278975741239892,0.00722222222222222,0.0146551724137931,0.0189677419354839,0.035609756097561,-2.04022082852655,2.89037175789616,-0.85566611005772,3.36729582998647,-0.53102833108351,3.43398720448515,0.378436435720245,3.71357206670431,0.119525590816208,0.436071915103142,0.610971141023011,1.5467398350941
"81","LD820_21","EG820_21","LD820_21","CL232_21","E021_M","delicata","CORT_28_5pg_Topical","28","low","9/02/2022","2021/22","10/01/2022",10,30,40,0.143,8.44,5.79,0.133,17,24,"3/06/2022",30,44,0.504,"LD820_21","10/08/2022",33,48,0.756,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"13:17","5",81,"F","N",41,60,1.617,28,"low",131,"",NA,"4",0.68,5,253.98,"",20,213,72809,"A",0.0778,0.6984,0.1021,5.2142,1.3131,0.353,0.2688,"",114,182,483,0.0496894409937888,0.00307246376811594,0.114035087719298,0.00325438596491228,0.029810298102981,0.00301626016260163,0.00782352941176471,0.0168,0.0229090909090909,0.0394390243902439,-2.01740615076038,2.83321334405622,-0.685179010910768,3.40119738166216,-0.279713902802604,3.49650756146648,0.48057258059497,3.71357206670431,0.139575888550126,0.474257663689233,0.667968422749187,1.71306733790901
"82","LD821_21","EG821_21","LD821_21","CL232_21","E021_M","delicata","CORT_23_5pg_Topical","23","low",NA,"2021/22","10/01/2022",10,54,64,0.126,7.82,5.59,0.118,17,23,"3/06/2022",27,38,0.392,"LD821_21","10/08/2022",30,40,0.445,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-07,"8:46","5",85,"F","N",43,62,1.666,23,"low",131,"",NA,"4",0.84,5,243.17,"",25,195,72809,"A",0.1132,0.9692,0.1068,13.2342,0.9429,0.2258,0.2395,"",90,158,460,0.0565217391304348,0.00336521739130435,0.111111111111111,0.00304444444444444,0.0432432432432432,0.00344324324324324,0.00694117647058824,0.0145185185185185,0.0148333333333333,0.0387441860465116,-2.13707065451647,2.83321334405622,-0.936493439191674,3.29583686600433,-0.809680996815897,3.40119738166216,0.510425543744651,3.76120011569356,0.123834246984322,0.48270200232121,0.503420220161008,1.53961128421104
"83","LD822_21","EG822_21","LD822_21","CL232_21","E021_M","delicata","C_23_Topical","23","control",NA,"2021/22","10/01/2022",10,53,63,0.142,8.38,5.8,0.135,17,24,"3/06/2022",27,35,0.389,"LD822_21","10/08/2022",29,37,0.435,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,159,NA,NA,NA,0.10989010989011,0.00279120879120879,NA,NA,0.00794117647058824,0.0144074074074074,0.015,NA,-2.00248050054371,2.83321334405622,-0.944175935363691,3.29583686600433,-0.832409247893453,3.36729582998647,NA,NA,0.141674774092233,0.479007854344262,0.537327641560819,NA
"84","LD823_21","EG823_21","LD823_21","CL232_21","E021_M","delicata","C_28_Topical","28","control","10/02/2022","2021/22","10/01/2022",10,31,41,0.148,8.28,5.8,0.126,18,22,"3/06/2022",31,45,0.535,"LD823_21","10/08/2022",32,47,0.726,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"13:04","4",79,"M","N",40,62,1.352,28,"control",141,"T2",952.44,"4",0.6,5,152.28,"",21,229,72810,"A",0.2497,1.556,0.2657,6.1405,1.0638,0.3734,0.351,"",113,181,482,0.045643153526971,0.00254356846473029,0.115044247787611,0.00361946902654867,0.024390243902439,0.00221409214092141,0.007,0.017258064516129,0.0226875,0.0338,-2.07147337203066,2.89037175789616,-0.62548853208613,3.43398720448515,-0.320205264157341,3.46573590279973,0.301584977620772,3.68887945411394,0.115847880329556,0.463004027443291,0.694744652802446,1.53744536352232
"85","LD824_21","EG824_21","LD824_21","CL233_21","E016_M","delicata","CORT_23_10pg_Topical","23","high","27/02/2022","2021/22","10/01/2022",10,48,58,0.157,8.04,6.34,0.092,16,23,NA,NA,NA,NA,"LD824_21",NA,NA,NA,NA,"","DEAD","3/06/2022",0,0,0,0,"","","Hatchling died, 3/06/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,164,NA,NA,NA,NA,NA,NA,NA,0.00575,NA,NA,NA,-2.3859667019331,2.77258872223978,NA,NA,NA,NA,NA,NA,0.111089025931867,NA,NA,NA
"86","LD825_21","EG825_21","LD825_21","CL233_21","E016_M","delicata","C_28_Topical","28","control","7/02/2022","2021/22","10/01/2022",10,28,38,0.148,7.6,6.3,0.099,16,23,"3/06/2022",28,41,0.436,"LD825_21","10/08/2022",32,53,0.619,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-24,"9:08","3",44,"M","N",43,66,1.585,28,"control",110,"T1",966.44,"2",0.6,5,108.16,"time not recorded",NA,NA,72810,"B",0.1919,1.5619,0.1402,6.3712,0.7307,0.227,0.3106,"time not recorded",116,184,472,0.0572033898305085,0.00314830508474576,0.103448275862069,0.0029051724137931,0.0421348314606742,0.00322752808988764,0.0061875,0.0155714285714286,0.01934375,0.0368604651162791,-2.31263542884755,2.77258872223978,-0.830113035633103,3.3322045101752,-0.479650006297541,3.46573590279973,0.460584407329244,3.76120011569356,0.119541451817987,0.489282962443842,0.59235115714148,1.46475623377821
"87","LD827_21","EG827_21","LD827_21","CL233_21","E016_M","delicata","CORT_28_5pg_Topical","28","low","8/02/2022","2021/22","10/01/2022",10,29,39,0.155,7.37,6.2,0.095,17,22,"3/06/2022",28,38.5,0.391,"LD827_21","10/08/2022",30,42,0.568,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-07,"8:38","5",83,"M","N",40,63,1.434,28,"low",105,"T2",851.5,"4",0.62,5,135.27,"",25,171,72810,"A",0.1416,1.3256,0.1611,15.553,1.1377,0.2194,0.1929,"",115,183,485,0.0474226804123711,0.00276082474226804,0.0956521739130435,0.00257391304347826,0.0324324324324324,0.00281891891891892,0.00558823529411765,0.0139642857142857,0.0189333333333333,0.03585,-2.3538783873816,2.83321334405622,-0.939047718996771,3.3322045101752,-0.565633860260986,3.40119738166216,0.360467742177429,3.68887945411394,0.09969706325009,0.438783574118216,0.642567831576297,1.63069278941643
"88","LD828_21","EG828_21","LD828_21","CL233_21","E016_M","delicata","C_23_Topical","23","control","24/02/2022","2021/22","10/01/2022",10,45,55,0.137,7.24,6.02,0.099,15,19,"3/06/2022",28,33,0.342,"LD828_21","10/08/2022",28,39,0.448,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-30,"8:56","3",53,"M","N",42,64,1.428,23,"control",141,"T1",499.77,"2",0.43,5,108.47,"",28,242,72809,"A",0.7313,6.6317,0.6,72.4186,0.8205,0.1481,0.1805,"",99,167,461,0.0585683297180043,0.00288286334056399,0.131313131313131,0.00245454545454545,0.0386740331491713,0.003,0.0066,0.0122142857142857,0.016,0.034,-2.31263542884755,2.70805020110221,-1.07294454191953,3.3322045101752,-0.802962046567152,3.3322045101752,0.356274863917393,3.73766961828337,0.138795811677108,0.383795351274757,0.606103950685932,1.41180683746926
"89","LD829_21","EG829_21","LD829_21","CL233_21","E016_M","delicata","CORT_28_10pg_Topical","28","high","7/02/2022","2021/22","10/01/2022",10,28,38,0.15,7.54,6.09,0.101,17,21,"3/06/2022",28,44,0.451,"LD829_21","10/08/2022",32,50,0.656,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"9:02","4",77,"F","N",40,60,1.517,28,"high",105,"",NA,"4",0.56,5,194.36,"",23,173,72809,"A",0.0015,1.1104,0.0792,4.6708,52.8729,0.1156,0.0022,"",116,184,485,0.0474226804123711,0.00291958762886598,0.0948275862068965,0.00301724137931034,0.032520325203252,0.00288888888888889,0.00594117647058824,0.0161071428571429,0.0205,0.037925,-2.29263476214088,2.83321334405622,-0.796287939479459,3.3322045101752,-0.421594490038048,3.46573590279973,0.416734700366395,3.68887945411394,0.105993719876411,0.506116091885717,0.627758253771907,1.72507737904095
"90","LD832_21","EG832_21","LD832_21","CL234_21","E002_F120","delicata","C_28_Topical","28","control","13/02/2022","2021/22","10/01/2022",10,34,44,0.179,8.96,6.24,0.131,18,27,"3/06/2022",29.5,42,0.393,"LD832_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-06-07,"12:16","5",90,"F","N",42,63,1.411,28,"control",199,"",NA,"3",0.62,5,168.32,"",25,277,72809,"B",0.1558,0.9466,0.1303,13.1826,0.8359,0.2644,0.3163,"",110,178,480,0.05,0.00266666666666667,0.104545454545455,0.00238181818181818,0.0337837837837838,0.00275135135135135,0.00727777777777778,0.0133220338983051,NA,0.0335952380952381,-2.03255795578099,2.89037175789616,-0.933945667112876,3.38439026334577,NA,NA,0.344298672870677,3.73766961828337,0.120445018437871,0.386019982598247,NA,1.39499961321367
"91","LD833_21","EG833_21","LD833_21","CL235_21","E011_M","delicata","CORT_23_10pg_Topical","23","high","2/03/2022","2021/22","10/01/2022",10,51,61,0.149,8.78,5.94,0.134,18,27,"3/06/2022",29.5,37.5,0.43,"LD833_21","10/08/2022",32,45,0.611,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-30,"11:42","3",56,"F","N",44,58,1.53,23,"high",139,"",NA,"2",1.05,5,201.4,"check handling time; in 750ul media",29,209,72810,"B",0.4057,3.4637,0.4033,18.7471,0.9941,0.2286,0.2299,"check handling time; in 750ul media",93,161,455,0.0571428571428571,0.00306813186813187,0.123655913978495,0.00318279569892473,0.0400552486187845,0.00303867403314917,0.00744444444444444,0.0145762711864407,0.01909375,0.0347727272727273,-2.00991547903123,2.89037175789616,-0.843970070294529,3.38439026334577,-0.492658319810542,3.46573590279973,0.425267735404344,3.78418963391826,0.123203301302861,0.422362830832688,0.584695568680846,1.32370256380321
"92","LD834_21","EG834_21","LD834_21","CL235_21","E011_M","delicata","CORT_28_5pg_Topical","28","low","11/02/2022","2021/22","10/01/2022",10,32,42,0.136,8.57,5.54,0.107,18,23,"3/06/2022",30,42.5,0.513,"LD834_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-05-30,"11:50","3",58,"F","N",44,68,1.629,28,"low",119,"",NA,"2",0.67,5,214.04,"750ul media",34,185,72809,"B",0.3007,2.8232,0.337,21.218,1.1208,0.2163,0.193,"750ul media",112,180,474,0.0548523206751055,0.00321097046413502,0.107142857142857,0.003625,0.0386740331491713,0.0030828729281768,0.00594444444444444,0.0171,NA,0.0370227272727273,-2.23492644452023,2.89037175789616,-0.667479433811368,3.40119738166216,NA,NA,0.487966329619908,3.78418963391826,0.098378755517956,0.482726550540826,NA,1.40935390616694
"93","LD835_21","EG835_21","LD835_21","CL235_21","E011_M","delicata","CORT_28_10pg_Topical","28","high","10/02/2022","2021/22","10/01/2022",10,31,41,0.14,8.38,5.64,0.115,17,26,"3/06/2022",28,38,0.353,"LD835_21","10/08/2022",29,41,0.457,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-08,"12:05","5",96,"F","N",39,61,1.298,28,"high",154,"",NA,"3",0.69,5,135.96,"spinal fluid?",21,212,72810,"B",0.1442,1.1893,0.1176,18.7091,0.8158,0.1561,0.1914,"spinal fluid?",113,181,484,0.0454545454545455,0.00244421487603306,0.0973451327433628,0.00210619469026549,0.0296495956873315,0.00254716981132075,0.00676470588235294,0.0126071428571429,0.0157586206896552,0.0332820512820513,-2.16282315061889,2.83321334405622,-1.04128722204884,3.3322045101752,-0.783071888087932,3.36729582998647,0.260824618281898,3.66356164612965,0.120685918671162,0.396139646198798,0.564502832628263,1.58721243461725
"94","LD836_21","EG836_21","LD836_21","CL235_21","E011_M","delicata","CORT_23_5pg_Topical","23","low","1/03/2022","2021/22","10/01/2022",10,50,60,0.141,8.12,5.94,0.122,19,25,"3/06/2022",30,43,0.455,"LD836_21","10/08/2022",32,46,0.582,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-30,"11:37","3",55,"M","N",40,60,1.367,23,"low",114,"T2",828.28,"2",0.84,5,159.1,"",24,191,72810,"A",0.3656,2.9523,0.3605,17.434,0.986,0.221,0.2242,"",94,162,456,0.0460526315789474,0.00273026315789474,0.117021276595745,0.00354255319148936,0.0276243093922652,0.00251933701657459,0.00642105263157895,0.0151666666666667,0.0181875,0.034175,-2.10373423424888,2.94443897916644,-0.787457860031187,3.40119738166216,-0.541284831250699,3.46573590279973,0.312618557741813,3.68887945411394,0.0989789063037656,0.428149279719446,0.556944060511052,1.55450281947856
"95","LD837_21","EG837_21","LD837_21","CL236_21","E007_F120","delicata","CORT_28_10pg_Topical","28","high","9/02/2022","2021/22","10/01/2022",10,30,40,0.176,9.35,6.02,0.131,17.5,25,"3/06/2022",27,36,0.352,"LD837_21","10/08/2022",27,38,0.42,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,182,NA,NA,NA,0.0833333333333333,0.00193859649122807,NA,NA,0.00748571428571429,0.013037037037037,0.0155555555555556,NA,-2.03255795578099,2.86220088092947,-1.04412410338404,3.29583686600433,-0.867500567704723,3.29583686600433,NA,NA,0.128557997504807,0.433446695961903,0.624417316838491,NA
"96","LD838_21","EG838_21","LD838_21","CL236_21","E007_F120","delicata","CORT_23_10pg_Topical","23","high",NA,"2021/22","10/01/2022",10,52,62,0.161,8.7,5.99,0.123,16,24,"3/06/2022",24.5,30,0.25,"LD838_21","10/08/2022",24,30,0.295,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-31,"12:09","4",64,"F","N",42,56,1.368,23,"high",242,"",NA,"4",0.49,5,107.34,"",26,317,72810,"B",0.1531,1.5944,0.1775,9.8697,1.1594,0.2367,0.2042,"",92,160,455,0.0571428571428571,0.00273626373626374,0.0923913043478261,0.0013804347826087,0.0482093663911846,0.00307988980716253,0.0076875,0.0102040816326531,0.0122916666666667,0.0325714285714286,-2.09557092360972,2.77258872223978,-1.38629436111989,3.19867311755068,-1.22077992264232,3.17805383034795,0.313349819200359,3.73766961828337,0.148521197713256,0.394507086632124,0.595240775220029,1.35248722244954
"97","LD839_21","EG839_21","LD839_21","CL236_21","E007_F120","delicata","CORT_28_5pg_Topical","28","low","1/03/2022","2021/22","10/01/2022",10,50,60,0.153,8.38,5.88,0.131,18,23,"3/06/2022",27,38,0.396,"LD839_21","10/08/2022",30,41,0.418,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,162,NA,NA,NA,0.0957446808510638,0.00281914893617021,NA,NA,0.00727777777777778,0.0146666666666667,0.0139333333333333,NA,-2.03255795578099,2.89037175789616,-0.926341067727656,3.29583686600433,-0.872273846457381,3.40119738166216,NA,NA,0.120445018437871,0.48762753295714,0.472875622533261,NA
"98","LD840_21","EG840_21","LD840_21","CL236_21","E007_F120","delicata","CORT_23_5pg_Topical","23","low","1/03/2022","2021/22","10/01/2022",10,50,60,0.168,8.34,6.15,0.132,18,24,"3/06/2022",29,40,0.396,"LD840_21","10/08/2022",29,40,0.456,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,162,NA,NA,NA,0.117021276595745,0.00280851063829787,NA,NA,0.00733333333333333,0.0136551724137931,0.0157241379310345,NA,-2.02495335639577,2.89037175789616,-0.926341067727656,3.36729582998647,-0.785262469467751,3.36729582998647,NA,NA,0.121364446059535,0.406316419719634,0.563267596670652,NA
"99","LD841_21","EG841_21","LD841_21","CL237_21","E027_21","delicata","CORT_28_5pg_Topical","28","low","11/02/2022","2021/22","12/02/2022",43,10,53,0.142,8.43,5.67,0.086,18,22,"3/06/2022",29.5,41.5,0.416,"LD841_21","10/08/2022",33,45,0.655,"PR","ALIVE",NA,1,0,0,1,"tail has regrown","","",2020-06-06,"8:51","4",75,"F","N",44,64,1.775,28,"low",120,"",NA,"4",0.94,5,240.81,"",16,199,72810,"A",0.1994,2.0123,0.2038,11.7359,1.0219,0.2841,0.278,"",101,169,470,0.0553191489361702,0.0035936170212766,0.113861386138614,0.00326732673267327,0.0392953929539295,0.00368292682926829,0.00477777777777778,0.0141016949152542,0.0198484848484848,0.0403409090909091,-2.45340798272863,2.89037175789616,-0.877070018720874,3.38439026334577,-0.423120043346885,3.49650756146648,0.573800422927379,3.78418963391826,0.0790707754630301,0.408611482852089,0.578729255159679,1.5356680070266
"100","LD842_21","EG842_21","LD842_21","CL237_21","E027_21","delicata","CORT_28_10pg_Topical","28","high","11/02/2022","2021/22","12/02/2022",43,NA,42,0.148,8.45,5.75,0.103,16,21,"3/06/2022",29,36,0.441,"LD842_21","10/08/2022",32,41,0.566,"PR","ALIVE",NA,0,1,1,1,"tip of tail fell off during measuring","","",2020-05-19,"14:15","6",25,"M","N",40,56,1.18,28,"high",126,"T1",753.69,"1",0.65,5,94.96,"",20,208,72809,"A",0.1338,1.3581,0.0599,9.5417,0.4479,0.0864,0.1929,"",112,180,463,0.0518358531317495,0.00232613390928726,0.116071428571429,0.00301785714285714,0.0313390313390313,0.0021054131054131,0.0064375,0.0152068965517241,0.0176875,0.0295,-2.2730262907525,2.77258872223978,-0.818710403535291,3.36729582998647,-0.569161200778954,3.46573590279973,0.165514438477573,3.68887945411394,0.124371409467198,0.452488740142319,0.541632883589786,1.34185320189078
"101","LD843_21","EG843_21","LD843_21","CL237_21","E027_21","delicata","CORT_28_5pg_Topical","28","low","10/02/2022","2021/22","12/02/2022",43,NA,41,0.149,8.67,5.87,0.109,17,23,"3/06/2022",32,44.5,0.572,"LD843_21","10/08/2022",35,50,0.705,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-19,"9:41","6",20,"M","N",43,62,1.553,28,"low",141,"T1",845.47,"1",0.5,5,75.21,"",14,237,72810,"B",0.2452,1.0395,0.2818,11.631,1.1493,0.342,0.2976,"",113,181,464,0.0560344827586207,0.00311206896551724,0.132743362831858,0.00409734513274336,0.0313390313390313,0.00279487179487179,0.00641176470588235,0.017875,0.0201428571428571,0.0361162790697674,-2.21640739675299,2.83321334405622,-0.558616287602339,3.46573590279973,-0.349557476169868,3.55534806148941,0.44018854416655,3.76120011569356,0.11438926204484,0.456487023555889,0.534759125536163,1.43518386817512
"102","LD844_21","EG844_21","LD844_21","CL237_21","E027_21","delicata","C_23_Topical","23","control","1/03/2022","2021/22","12/02/2022",43,17,60,0.145,8.41,6.02,0.112,18,23,"3/06/2022",31.5,42,0.487,"LD844_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-06-07,"8:51","5",86,"F","N",45,64,1.88,23,"control",135,"",NA,"4",0.99,5,345.56,"",23,209,72809,"B",0.2021,1.9404,0.1532,28.226,0.7583,0.1568,0.2068,"",94,162,464,0.0581896551724138,0.00381034482758621,0.143617021276596,0.00398936170212766,0.0364864864864865,0.00376486486486486,0.00622222222222222,0.0154603174603175,NA,0.0417777777777778,-2.18925640768704,2.89037175789616,-0.719491155899547,3.44998754583159,NA,NA,0.631271776841858,3.80666248977032,0.102975893626272,0.404595432460655,NA,1.52497703850265
"103","LD845_21","EG845_21","LD845_21","CL238_21","E031_M","delicata","C_23_Topical","23","control","1/03/2022","2021/22","12/02/2022",43,17,60,0.201,8.68,6.67,0.151,18,25,"3/06/2022",31,40,0.501,"LD845_21","10/08/2022",31,49,0.561,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-31,"12:19","4",66,"F","N",39,54,1.313,23,"control",137,"",NA,"4",0.64,5,164.76,"",17,237,72809,"B",0.1697,1.296,0.1622,8.1479,0.9554,0.2545,0.2664,"",94,162,457,0.0459518599562363,0.00254266958424508,0.138297872340426,0.00372340425531915,0.0220385674931129,0.00223691460055096,0.00838888888888889,0.0161612903225806,0.0180967741935484,0.0336666666666667,-1.89047544216721,2.89037175789616,-0.691149177897272,3.43398720448515,-0.578034373459441,3.43398720448515,0.272314595320659,3.66356164612965,0.138833570871134,0.433579472428204,0.582916343731138,1.60555464302962
"104","LD846_21","EG846_21","LD846_21","CL238_21","E031_M","delicata","CORT_23_10pg_Topical","23","high","1/03/2022","2021/22","12/02/2022",43,17,60,0.179,8.68,6.37,0.145,18,24,"3/06/2022",29,37,0.404,"LD846_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"13:09","5",80,"F","N",40,59,1.398,23,"high",222,"",NA,"4",0.71,5,188.91,"",25,337,72810,"B",0.1534,1.2397,0.1193,3.2252,0.7775,0.2413,0.3103,"",94,162,463,0.0475161987041037,0.00270626349892009,0.117021276595745,0.00275531914893617,0.029810298102981,0.00269376693766938,0.00805555555555556,0.0139310344827586,NA,0.03495,-1.93102153656156,2.89037175789616,-0.906340401020987,3.36729582998647,NA,NA,0.335042643811618,3.68887945411394,0.133317005141155,0.414524832239222,NA,1.58975489512145
"105","LD847_21","EG847_21","LD847_21","CL238_21","E031_M","delicata","CORT_23_5pg_Topical","23","low",NA,"2021/22","12/02/2022",43,20,63,0.177,8.7,6.08,0.13,18,26,"3/06/2022",27,40,0.408,"LD847_21","10/08/2022",28,41,0.455,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,159,NA,NA,NA,0.0989010989010989,0.00305494505494505,NA,NA,0.00722222222222222,0.0151111111111111,0.01625,NA,-2.04022082852655,2.89037175789616,-0.896488104577975,3.29583686600433,-0.787457860031187,3.3322045101752,NA,NA,0.119525590816208,0.502404124864933,0.6155743249154,NA
"106","LD848_21","EG848_21","LD848_21","CL238_21","E031_M","delicata","C_28_Topical","28","control","11/02/2022","2021/22","12/02/2022",43,NA,42,0.18,8.67,6.41,0.136,18,27,"3/06/2022",28,43,0.444,"LD848_21","10/08/2022",29,44,0.533,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-22,"10:52","6",30,"F","N",41,63,1.354,28,"control",157,"",NA,NA,NA,4,126.33,"",24,282,72809,"B",0.0855,1.329,0.1733,13.2287,2.0281,0.2121,0.1046,"",112,180,466,0.0493562231759657,0.0026137339055794,0.0892857142857143,0.00275,0.0367231638418079,0.00257062146892655,0.00755555555555556,0.0158571428571429,0.0183793103448276,0.0330243902439024,-1.99510039324608,2.89037175789616,-0.811930716549912,3.3322045101752,-0.629233854816292,3.36729582998647,0.303063174490083,3.71357206670431,0.125042156546187,0.498260631479509,0.658380765406705,1.43444228542289
"107","LD849_21","EG849_21","LD849_21","CL239_21","E011_M","delicata","CORT_28_5pg_Topical","28","low","11/02/2022","2021/22","12/02/2022",43,NA,42,0.184,8.91,6.32,0.118,18,25,"3/06/2022",28,38.5,0.414,"LD849_21","10/08/2022",31,41,0.585,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-25,"9:09","3",50,"F","N",42,63,1.645,28,"low",290,"",NA,NA,NA,3,26.57,"dilute in 750ul",25,370,72809,"B",0.2502,1.9862,0.2517,16.4695,1.0061,0.2485,0.247,"dilute in 750ul; plasma sample for CORT listed as 'chunky'",112,180,469,0.0511727078891258,0.00325586353944563,0.0892857142857143,0.00264285714285714,0.0392156862745098,0.00344817927170868,0.00655555555555555,0.0147857142857143,0.0188709677419355,0.0391666666666667,-2.13707065451647,2.89037175789616,-0.881889305156823,3.3322045101752,-0.536143431750281,3.43398720448515,0.497740384217335,3.73766961828337,0.108492459356251,0.464594372595758,0.607853941323914,1.62634611179057
"108","LD850_21","EG850_21","LD850_21","CL240_21","E029_F120","delicata","CORT_28_10pg_Topical","28","high","10/02/2022","2021/22","14/01/2022",14,27,41,0.141,7.68,5.86,0.076,14,19,"3/06/2022",29.5,41,0.473,"LD850_21","10/08/2022",32,44,0.65,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"13:21","5",82,"M","N",40,60,1.269,28,"high",141,"T2",1202.49,"4",0.36,5,290.86,"blood a bit clear",23,229,72809,"B",0.2277,0.8321,0.1116,4.7,0.49,0.2796,0.5706,"blood a bit clear",113,181,482,0.053941908713693,0.00247510373443983,0.13716814159292,0.00351327433628319,0.0284552845528455,0.00215718157181572,0.00542857142857143,0.0160338983050847,0.0203125,0.031725,-2.57702193869581,2.63905732961526,-0.748659890490204,3.38439026334577,-0.430782916092454,3.46573590279973,0.238229188732251,3.68887945411394,0.124993947098021,0.464599113915957,0.622016562426433,1.4430607738978
