Egg_ID,bd_liz_id,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,bd_mass_orig,bd_svl_orig_mm,bd_tail_orig_mm,bd_totl_orig,notes,feeding_expt,metabolism,behaviour,feed_date_start,metab_start_date,growth,albumin,
EG374_20,LD374_20,"""3(45)0(35)""",Box 1.24,f,CL109_20,E045_M,NA,E014_F120,delicata,A-28,0,ALIVE,2020/21,20/11/20,20/11/20,20/12/19,,0.109,8.38,4.71,0.096,0.119266055,0.086,17.693,21.222,38.915,,1,0,1,,,,0,
EG375_20,LG375_20,"""0300""",Box 1.28,f,CL110_20,E055_M,,E054_F120,guichenoti,A-28,0,ALIVE,2020/21,20/11/20,20/11/20,20/12/20,,0.168,8.08,6.1,0.142,0.154761905,0.103,NA,NA,NA,"a bit watery, cannot recognise where cloaca is",1,0,0,,,,0,
EG376_20,LG376_20,"""3004""",Box 1.28,f,CL110_20,E055_M,,E057_F120,guichenoti,A-23,0,ALIVE,2020/21,20/11/20,20/11/20,21/1/07,,0.175,8.68,6.05,0.144,0.177142857,0.103,17.616,21.918,39.534,,0,0,0,,,,0,
EG377_20,LG377_20,"""5040""",Box 1.25,f,CL110_20,E055_M,,E030_F120,guichenoti,C-23,0,ALIVE,2020/21,20/11/20,20/11/20,21/1/08,,0.188,8.12,6.33,NA,NA,0.135,18.689,25.106,43.795,"photo with LD, not LG",0,0,1,,,,0,
EG378_20,LD378_20,"""1503""",Box 1.25,m,CL111_20,E028_M,,E025_F120,delicata,A-23,0,ALIVE,2020/21,22/11/20,20/11/22,21/1/07,,0.196,8.59,6.37,0.168,0.142857143,0.098,17.4,21.683,39.083,,0,0,1,,,,0,
EG379_20,LD379_20,"""(34)055""",Box 1.26,m,CL111_20,E028_M,,E043_F120,delicata,A-28,0,ALIVE,2020/21,22/11/20,20/11/22,20/12/21,,0.174,8.44,6.06,0.157,0.097701149,0.099,16.566,22.559,39.125,,0,0,1,,,,0,
EG380_20,LD380_20,NA,NA,NA,CL111_20,E028_M,,,delicata,C-23,0,ALIVE,2020/21,22/11/20,20/11/22,21/1/07,,0.169,8.39,6.08,NA,NA,0.111,17.861,24.496,42.357,,0,0,0,,,,0,
EG381_20,LD381_20,"""0440""",Box 1.26,f,CL111_20,E028_M,,E039_F120,delicata,C-28,0,ALIVE,2020/21,22/11/20,20/11/22,20/12/20,,0.2,8.89,6.32,NA,NA,0.139,18.613,28.176,46.789,,1,0,0,,,,0,
EG382_20,LD382_20,"""1040""",Box 1.27,m,CL111_20,E028_M,,,delicata,A-23,0,ALIVE,2020/21,22/11/20,20/11/22,21/1/07,,0.164,8.15,5.85,0.152,0.073170732,0.108,18.177,22.537,40.714,a bit watery,0,0,0,,,,0,
EG383_20,LD383_20,"""0220""",Box 1.24,m,CL111_20,E028_M,NA,E014_F120,delicata,A-28,0,ALIVE,2020/21,22/11/20,20/11/22,20/12/19,,0.196,8.9,6.26,0.173,0.117346939,0.099,NA,NA,NA,cannot recognise where cloaca is,1,0,1,,,,0,
EG384_20,LD384_20,"""0021""",Box 1.28,f,CL112_20,E022_M,,E053_F120,delicata,C-23,0,ALIVE,2020/21,22/11/20,20/11/22,21/1/08,,0.16,7.97,6.02,NA,NA,0.118,18.004,22.511,40.515,"Escaped 03/02, possible mix-up with LD384, LD490, LD347",0,0,0,,,,0,
EG385_20,LD385_20,"""5020""",Box 1.27,m,CL112_20,E022_M,,E046_F120,delicata,C-28,0,ALIVE,2020/21,22/11/20,20/11/22,20/12/22,,0.16,7.98,6.02,NA,NA,0.121,19.415,25.573,44.988,,0,0,0,,,,0,
EG386_20,LD386_20,"""0220""",Box 1.25,f,CL112_20,E022_M,,E027_F120,delicata,A-23,0,ALIVE,2020/21,22/11/20,20/11/22,21/1/09,,0.175,8.43,6.19,0.156,0.108571429,0.116,18.83,22.62,41.45,a bitwatery,0,0,1,,,,0,
EG387_20,LD387_20,"""3004""",Box 1.25,f,CL112_20,E022_M,,E020_M,delicata,A-28,0,ALIVE,2020/21,22/11/20,20/11/22,20/12/22,,0.162,8.41,5.88,0.132,0.185185185,0.111,18.397,23.716,42.113,,0,0,1,,,,0,
EG388_20,LD388_20,"""0301""",Box 1.26,m,CL113_20,E025_M,,,delicata,C-28,0,ALIVE,2020/21,22/11/20,20/11/22,20/12/23,,0.161,7.69,6.09,NA,NA,0.104,17.65,25.401,43.051,,0,0,0,,,,0,
EG389_20,NA,,,,CL113_20,E025_M,,,delicata,A-28,1,DEAD,2020/21,22/11/20,20/11/22,,,0.157,7.56,6.11,0.141,0.101910828,,,,,egg died 31/12/20,0,0,0,,,,0,
EG390_20,LD390_20,"""0043""",Box 1.25,f,CL114_20,E067_M,,E025_F120,delicata,A-23,0,ALIVE,2020/21,23/11/20,20/11/23,21/1/06,,0.146,8.46,5.56,0.13,0.109589041,0.082,17.235,20.318,37.553,,0,0,1,,,,0,
EG391_20,LD391_20,"""4000""",Box 1.27,f,CL114_20,E067_M,NA,E050_F120,delicata,A-28,0,ALIVE,2020/21,23/11/20,20/11/23,20/12/19,,0.15,8.37,5.68,0.131,0.126666667,0.09,16.856,21.108,37.964,,1,0,0,,,,0,
EG392_20,LD392_20,,Box 1.23,,CL114_20,E067_M,NA,,delicata,C-28,1,DEAD,2020/21,23/11/20,20/11/23,20/12/19,,0.146,8.38,5.73,NA,NA,0.089,16.315,22.823,39.138,Died by accident before behaviour started. Died 20/1/21,1,0,0,,,,0,
EG393_20,LD393_20,,,,CL115_20,E067_M,,,delicata,A-23,1,DEAD,2020/21,23/11/20,20/11/23,21/1/06,,0.144,8.05,5.61,0.124,0.138888889,0.085,17.058,20.55,37.608,died 22/12/21,0,0,0,,,,0,
EG394_20,LD394_20,,Box 1.22,,CL115_20,E067_M,,,delicata,A-28,1,DEAD,2020/21,23/11/20,20/11/23,20/12/22,,0.136,8.05,5.52,0.116,0.147058824,0.088,17.41,22.102,39.512,baby died 28/12,0,0,0,,,,0,
EG395_20,LD395_20,"""0030""",Box 1.26,f,CL115_20,E067_M,,E041_F120,delicata,C-28,0,ALIVE,2020/21,23/11/20,20/11/23,20/12/22,,0.132,8.53,5.28,NA,NA,0.102,17.719,23.466,41.185,,0,0,0,,,,0,
EG396_20,LD396_20,"""0403""",Box 1.25,m,CL115_20,E067_M,,E027_F120,delicata,C-23,0,ALIVE,2020/21,23/11/20,20/11/23,21/1/07,,0.142,7.91,5.66,NA,NA,0.113,18.833,23.347,42.18,,0,0,1,,,,0,
EG397_20,LG397_20,"""0055""",Box 1.26,m,CL116_20,E052_M,,E031_F120,guichenoti,C-23,0,ALIVE,2020/21,23/11/20,20/11/23,21/1/12,,0.16,8.35,6.06,NA,NA,0.13,19.471,22.854,42.325,,0,0,0,,,,0,
EG398_20,LG398_20,"""0203""",Box 1.28,f,CL116_20,E052_M,,E060_F120,guichenoti,A-23,0,ALIVE,2020/21,23/11/20,20/11/23,21/1/12,,0.174,8.74,5.74,0.157,0.097701149,0.122,18.684,21.66,40.344,,0,0,0,,,,0,
EG399_20,NA,,,,CL116_20,E052_M,,,guichenoti,A-28,1,DEAD,2020/21,23/11/20,20/11/23,,,0.18,8.57,6,0.162,0.1,,,,,egg died 13/12/20,NA,NA,NA,,,,0,
EG400_20,LG400_20,"""(23)000""",Box 1.28,m,CL117_20,E053_M,,E054_F120,guichenoti,C-23,0,ALIVE,2020/21,23/11/20,20/11/23,21/1/15,,0.176,9.26,5.91,NA,NA,0.152,19.108,25.309,44.417,,0,0,0,,,,0,
EG401_20,NA,,,,CL117_20,E053_M,,,guichenoti,A-23,1,DEAD,2020/21,23/11/20,20/11/23,,,0.189,9.12,6,0.166,0.121693122,,,,,"a bit watery; egg died, no embryo, 10/2/21",0,0,0,,,,0,
EG402_20,LG402_20,"""0050""",Box 1.26,m,CL118_20,E002_M,,E031_F120,guichenoti,C-23,0,ALIVE,2020/21,24/11/20,20/11/24,21/1/11,,0.25,10.1,6.79,NA,NA,0.167,19.618,24.002,43.62,,0,0,0,,,,0,
EG403_20,LG403_20,"""0100""",Box 1.28,m,CL118_20,E002_M,,,guichenoti,A-23,0,ALIVE,2020/21,24/11/20,20/11/24,21/1/12,,0.242,10,6.57,0.217,0.103305785,0.133,19.669,25.029,44.698,,0,0,0,,,,0,
EG404_20,LG404_20,"""0013""",Box 1.28,m,CL118_20,E002_M,,E054_F120,guichenoti,A-28,0,ALIVE,2020/21,24/11/20,20/11/24,20/12/26,,0.255,9.73,6.96,0.23,0.098039216,0.164,20.312,27.716,48.028,a bit watery,0,0,0,,,,0,
EG405_20,LG405_20,"""1020""",Box 1.28,f,CL119_20,E004_M,,E054_F120,guichenoti,C-23,0,ALIVE,2020/21,24/11/20,20/11/24,21/1/11,,0.227,8.95,6.82,NA,NA,0.16,19.717,24.305,44.022,,0,0,0,,,,0,
EG406_20,LG406_20,"""(234)200""",Box 1.28,f,CL119_20,E004_M,,E059_F120,guichenoti,A-23,0,ALIVE,2020/21,24/11/20,20/11/24,21/1/11,,0.218,8.75,6.72,0.202,0.073394495,1.65,20.293,23.382,43.675,,0,0,0,,,,0,
EG407_20,LD407_20,"""0(12)(34)(12)""",,f,CL119_20,E004_M,,E061,guichenoti,A-28,0,ALIVE,2020/21,24/11/20,20/11/24,20/12/24,,0.229,8.9,6.9,0.214,0.065502183,0.172,21.041,24.637,45.678,a bit watery,0,0,0,,,,0,
EG408_20,LD408_20,"""0003""",Box 1.25,m,CL120_20,E025_M,,E063,delicata,A-23,0,ALIVE,2020/21,24/11/20,20/11/24,21/1/08,,0.188,8.61,6.16,0.165,0.122340426,0.099,18.489,22.209,40.698,,0,0,1,,,,0,
EG409_20,LD409_20,"""0403""",Box 1.27,m,CL121_20,E022_M,,,delicata,A-28,0,ALIVE,2020/21,24/11/20,20/11/24,20/12/23,,0.188,8.85,6.19,0.168,0.106382979,0.114,18.727,24.281,43.008,,0,0,0,,,,0,
EG410_20,NA,,,,CL122_20,E056_M,,,guichenoti,A-28,1,DEAD,2020/21,26/11/20,20/11/26,,,0.178,9.69,5.59,0.167,0.061797753,,,,,not much taken out; egg die 30/11/2020,NA,NA,NA,,,,0,
EG411_20,LG411_20,"""2300""",Box 1.24,,CL122_20,E056_M,,E017_F120,guichenoti,C-28,0,ALIVE,2020/21,26/11/20,20/11/26,20/12/25,,0.215,8.58,6.62,NA,NA,0.155,21.263,29.767,51.03,,0,0,1,,,,0,
EG412_20,LG412_20,"""5000""",Box 1.28,f,CL122_20,E056_M,,E056_F120,guichenoti,C-23,0,ALIVE,2020/21,26/11/20,20/11/26,21/1/10,,0.239,9.54,6.69,NA,NA,0.179,20.319,27.481,47.8,,0,0,0,,,,0,
EG413_20,LG413_20,"""2002""",Box 1.25,,CL122_20,E056_M,,E023_F120,guichenoti,C-23,0,ALIVE,2020/21,26/11/20,20/11/26,21/1/09,,0.208,8.94,6.35,NA,NA,0.152,18.56,26.68,45.24,,0,0,1,,,,0,
EG414_20,LG414_20,"""3020""",Box 1.25,f,CL122_20,E056_M,,E026_F120,guichenoti,A-28,0,ALIVE,2020/21,26/11/20,20/11/26,20/12/24,,0.223,9.19,6.68,0.195,0.125560538,0.167,18.594,27.46,46.054,perfect,0,0,1,,,,0,
EG415_20,LG415_20,"""0020""",Box 1.28,f,CL122_20,E056_M,,E068,guichenoti,C-23,0,ALIVE,2020/21,26/11/20,20/11/26,21/1/13,,0.188,9.49,5.86,NA,NA,0.172,21.023,28.967,49.99,,0,0,0,,,,0,
EG416_20,LD416_20,"""3030""",Box 1.25,f,CL123_20,E067_M,,E027_F120,delicata,C-23,0,ALIVE,2020/21,26/11/20,20/11/26,21/1/09,,0.155,8.92,5.48,NA,NA,0.113,18.152,21.22,39.372,,0,0,1,,,,0,
EG417_20,NA,,,,CL123_20,E067_M,,,delicata,A-23,1,DEAD,2020/21,26/11/20,20/11/26,,,0.157,8.96,5.51,0.134,0.146496815,,,,,good; pretty surethis is infertile egg; died 20/2/21,0,0,0,,,,0,
EG418_20,LD418_20,"""4040""",Box 1.26,m,CL123_20,E067_M,,E034_F120,delicata,A-28,0,ALIVE,2020/21,26/11/20,20/11/26,20/12/25,,0.161,8.75,5.67,0.135,0.161490683,0.111,18.832,23.187,42.019,good,0,0,0,,,,0,
EG419_20,LD419_20,"""3204""",Box 1.23,f,CL124_20,E046_M,,E010_F120,delicata,C-28,0,ALIVE,2020/21,26/11/20,20/11/26,20/12/27,,0.103,7.89,4.65,NA,NA,0.083,17.706,21.061,38.767,,0,0,1,,,,0,
EG420_20,NA,,,,CL124_20,E046_M,,,delicata,A-28,1,DEAD,2020/21,26/11/20,20/11/26,,,0.107,8.09,4.73,0.092,0.140186916,,,,,"bit watery; egg died, embryo, 10/2/21",0,0,0,,,,0,
EG421_20,NA,,,,CL124_20,E046_M,,,delicata,A-23,1,DEAD,2020/21,26/11/20,20/11/26,,,0.104,8.43,4.76,0.082,0.211538462,,,,,perfect yolk; Died 20/1/21 full embryo,0,0,0,,,,0,
EG422_20,LD422_20,"""0230""",Box 1.27,m,CL125_20,E016_M,,,delicata,C-28,0,ALIVE,2020/21,27/11/20,20/11/27,21/1/10,,0.137,8.09,5.57,NA,NA,0.096,17.443,21.029,38.472,,0,0,0,,,,0,
EG423_20,LD423_20,"""1040""",Box 1.24,f,CL125_20,E016_M,,E020_F120,delicata,A-28,0,ALIVE,2020/21,27/11/20,20/11/27,20/12/25,,0.141,8.17,5.65,0.126,0.106382979,0.072,17.514,18.448,35.962,,0,0,1,,,,0,
EG424_20,NA,,,,CL125_20,E016_M,,,delicata,A-23,1,DEAD,2020/21,27/11/20,20/11/27,,,0.123,7.54,5.65,0.115,0.06504065,,,,,"syringe did not work; egg died 11/1/21, but almost hatched.",0,0,0,,,,0,
EG425_20,LD425_20,"""3300""",Box 1.26,m,CL125_20,E016_M,,E039_F120,delicata,A-28,0,ALIVE,2020/21,27/11/20,20/11/27,20/12/25,,0.124,7.81,5.49,0.11,0.112903226,0.078,17.213,20.218,37.431,,0,0,0,,,,0,
EG426_20,LD426_20,"""2(1234)00""",Box 1.25,m,CL125_20,E016_M,,E022_F120,delicata,C-23,0,ALIVE,2020/21,27/11/20,20/11/27,21/1/10,,0.134,7.69,5.58,NA,NA,0.093,NA,NA,NA,photo is too blurred to measure,0,0,1,,,,0,
EG427_20,LD427_20,"""0405""",Box 1.26,m,Cl126_20,E017_M,,Ind enclosure,delicata,C-28,0,ALIVE,2020/21,27/11/20,20/11/27,20/12/28,,0.167,9.14,5.7,NA,NA,0.114,,,,,0,0,0,,,,0,
EG428_20,LD428_20,"""001(13)""",Box 1.28,f,Cl126_20,E017_M,,E053_F120,delicata,A-23,0,ALIVE,2020/21,27/11/20,20/11/27,21/1/14,,0.164,9.15,5.68,0.139,0.152439024,0.103,17.524,22.958,40.482,,0,0,0,,,,0,
EG429_20,NA,,,,Cl126_20,E017_M,,,delicata,A-28,1,DEAD,2020/21,27/11/20,20/11/27,,,0.163,8.84,6,0.135,0.171779141,,,,,egg died 31/12/20,0,0,0,,,,0,
EG430_20,LD430_20,NA,Box 1.23,,CL127_20,E023_M,,NA,delicata,A-28,1,DEAD,2020/21,27/11/20,20/11/27,20/12/26,,0.09,7.62,5.9,0.132,0.11409396,,17.521,21.117,38.638,died 5/2/21; seemed perfecty fine. No accidents ,0,0,1,,,,0,
EG431_20,LD431_20,"""5010""",Box 1.25,f,CL127_20,E023_M,,E046_F120,delicata,A-23,0,ALIVE,2020/21,27/11/20,20/11/27,21/1/11,,0.142,7.83,5.72,0.121,0.147887324,0.091,16.727,20.404,37.131,,0,0,0,,,,0,
EG432_20,LD432_20,"""003(12)""",Box 1.25,f,CL127_20,E023_M,,E022_F120,delicata,C-28,0,ALIVE,2020/21,27/11/20,20/11/27,20/12/28,,0.14,8.05,5.61,NA,NA,0.107,,,,,0,0,1,,,,0,
EG433_20,LD433_20,"""2005""",Box 1.28,f,CL127_20,E023_M,,E051_F120,delicata,C-23,0,ALIVE,2020/21,27/11/20,20/11/27,21/1/11,,0.141,7.93,5.71,NA,NA,0.108,17.985,21.144,39.129,,0,0,0,,,,0,
EG434_20,LD434_20,,,,CL127_20,E023_M,,,delicata,A-23,1,MISSING,2020/21,27/11/20,20/11/27,21/1/11,,0.142,8.07,5.6,0.12,0.154929577,0.094,17.611,19.912,37.523,a bit watery,0,0,0,,,,0,
EG435_20,LD435_20,"""0012""",Box 1.26,m,CL128_20,E046_M,,E042_F120,delicata,C-28,0,ALIVE,2020/21,29/11/20,20/11/29,20/12/28,,0.137,8.53,5.32,NA,NA,0.096,,,,,0,0,0,,,,0,
EG436_20,LD436_20,,,,CL128_20,E046_M,,,delicata,C-23,1,DEAD,2020/21,29/11/20,20/11/29,21/1/15,,0.135,8.45,5.39,NA,NA,0.09,17.116,21.603,38.719,died 18/1/21,0,0,0,,,,0,
EG437_20,LD437_20,"""0032""",Box 1.28,m,CL128_20,E046_M,,E051_F120,delicata,A-23,0,ALIVE,2020/21,29/11/20,20/11/29,21/1/15,,0.146,8.35,5.59,0.121,0.171232877,0.091,16.429,21.538,37.967,,0,0,0,,,,0,
EG438_20,LD438_20,"""0052""",Box 1.27,f,CL128_20,E046_M,,E045_F120,delicata,A-28,0,ALIVE,2020/21,29/11/20,20/11/29,20/12/27,,0.154,9.38,5.45,0.124,0.194805195,0.083,16.438,22.785,39.223,,0,0,0,,,,0,
EG439_20,LD439_20,"""0343""",Box 1.26,m,CL128_20,E046_M,,E043_F120,delicata,A-28,0,ALIVE,2020/21,29/11/20,20/11/29,20/12/28,,0.158,8.89,5.63,0.139,0.120253165,0.108,,,,,0,0,0,,,,0,
EG440_20,LD440_20,NA,,NA,CL129_20,E049_M,NA,NA,delicata,C-28,1,DEAD,2020/21,29/11/20,20/11/29,20/12/28,,0.123,7.67,5.52,NA,NA,0.087,NA,NA,NA,died 8/03/2022,0,0,0,,,,0,
EG441_20,LD441_20,"""1030""",Box 1.28,f,CL129_20,E049_M,,E052_F120,delicata,A-23,0,ALIVE,2020/21,29/11/20,20/11/29,21/1/13,,0.114,7.61,5.3,0.095,0.166666667,0.072,15.708,20.208,35.916,,0,0,0,,,,0,
EG442_20,LD442_20,"""3(24)00""",Box 1.24,m,CL129_20,E049_M,,E028_M,delicata,A-28,0,ALIVE,2020/21,29/11/20,20/11/29,20/12/28,,0.116,7.85,5.28,0.11,0.051724138,0.1,,,,the needle went out of the egg in the middle of the extraction,0,0,1,,,,0,
EG443_20,LG443_20,"""2405""",Box 1.26,,CL130_20,E052_M,,E032_F120,guichenoti,A-28,0,ALIVE,2020/21,29/11/20,20/11/29,20/12/27,,0.217,8.81,6.63,0.198,0.087557604,0.147,19.743,24.74,44.483,a bit watery,0,0,0,,,,0,
EG444_20,LG444_20,"""0002""",Box 1.28,m,Cl131_20,E050_M,,E055_F120,guichenoti,A-23,0,ALIVE,2020/21,29/11/20,20/11/29,21/1/18,,0.17,8.26,6.09,0.156,0.082352941,0.127,18.299,23.048,41.347,,0,0,0,,,,0,
EG445_20,LG445_20,"""020(12)""",Box 1.28,f,CL132_20,E001_M,,E058_F120,guichenoti,C-23,0,ALIVE,2020/21,30/11/20,20/11/30,21/1/22,,0.17,8.43,5.91,NA,NA,0.126,20.395,25.535,45.93,,0,0,0,,,,0,
EG446_20,LG446_20,"""0104""",Box 1.28,f,CL132_20,E001_M,,E059_F120,guichenoti,A-23,0,ALIVE,2020/21,30/11/20,20/11/30,21/1/23,,0.154,8.49,5.46,0.133,0.136363636,0.125,19.163,23.826,42.989,,0,0,0,,,,0,
EG447_20,LG447_20,"""0033""",Box 1.28,f,CL132_20,E001_M,,E060_F120,guichenoti,A-28,0,ALIVE,2020/21,30/11/20,20/11/30,21/1/03,,0.148,9.05,5.2,0.126,0.148648649,0.132,19.156,26.732,45.888,"Escaped 03/02, possible mix-up with LD384, LD490, LD347",0,0,0,,,,0,
EG448_20,LG448_20,,,,CL133_20,E003_M,,,guichenoti,C-23,0,ALIVE,2020/21,30/11/20,20/11/30,21/1/17,,0.213,9.52,6.31,NA,NA,0.145,19.498,23.968,43.466,,0,0,0,,,,0,
EG449_20,LG449_20,"""0550""",Box 1.26,f,CL133_20,E003_M,,E0.,guichenoti,A-23,1,DEAD,2020/21,30/11/20,20/11/30,21/1/16,,0.215,8.93,6.48,0.191,0.111627907,0.146,19.73,24.416,44.146,a bit watery,0,0,0,,,,0,
EG450_20,LG450_20,"""(All)(345)30""",Box 1.25,f,CL133_20,E003_M,,E0.,guichenoti,A-28,0,ALIVE,2020/21,30/11/20,20/11/30,20/12/30,,0.21,8.24,6.66,0.18,0.142857143,0.137,19.568,24.382,43.95,a bit watery,0,0,1,,,,0,
EG451_20,LD451_20,NA,Box 1.25,,CL134_20,E026_M,,NA,delicata,C-23,1,DEAD,2020/21,30/11/20,20/11/30,21/1/19,,0.172,8.56,5.76,NA,NA,0.14,18.366,27.139,45.505,died 18/3/21,0,0,0,,,,0,
EG452_20,LD452_20,"""040(12)""",Box 1.27,m,CL134_20,E026_M,,,delicata,A-23,0,ALIVE,2020/21,30/11/20,20/11/30,21/1/18,,0.168,8.88,5.74,0.148,0.119047619,0.129,18.272,24.664,42.936,,0,0,0,,,,0,
EG453_20,LD453_20,"""1003""",Box 1.27,m,CL134_20,E026_M,,,delicata,A-28,0,ALIVE,2020/21,30/11/20,20/11/30,20/12/30,,0.156,8.51,5.69,0.136,0.128205128,0.114,18.537,26.763,45.3,,0,0,0,,,,0,
EG454_20,LD454_20,210,Box 1.26,f,CL134_20,E026_M,,E040_F120,delicata,C-28,0,ALIVE,2020/21,30/11/20,20/11/30,20/12/30,,0.165,8.86,5.73,NA,NA,0.133,19.079,27.077,46.156,,0,0,0,,,,0,
EG455_20,LG455_20,"""4402""",Box 1.24,,CL135_20,E050_M,,E017_F120,guichenoti,A-28,0,ALIVE,2020/21,1/12/20,20/12/01,20/12/31,,0.178,8.47,6.02,0.161,0.095505618,0.115,18.58,25.61,44.19,"photo with LD, not LG",0,0,1,,,,0,
EG456_20,LG456_20,"""0004""",Box 1.28,f,CL136_20,E051_M,,E060_F120,guichenoti,A-23,0,ALIVE,2020/21,1/12/20,20/12/01,21/1/17,,0.186,8.35,6.15,0.163,0.123655914,0.13,19.651,24.44,44.091,,0,0,0,,,,0,
EG457_20,LG457_20,"""0330""",Box 1.25,,CL136_20,E051_M,,E030_F120,guichenoti,A-28,0,ALIVE,2020/21,1/12/20,20/12/01,20/12/31,,0.192,8.47,6.08,0.176,0.083333333,0.136,19.06,26.296,45.356,a bit watery,0,0,1,,,,0,
EG458_20,LG458_20,"""(35)(2345)(235)(34)""",Box 1.26,f,CL136_20,E051_M,,E031_F120,guichenoti,C-28,0,ALIVE,2020/21,1/12/20,20/12/01,20/12/31,,0.195,8.27,6.48,NA,NA,0.142,18.993,26.139,45.132,,0,0,0,,,,0,
EG459_20,LD459_20,"""0530""",Box 1.27,f,Cl137_20,E045_M,,E045_F120,delicata,C-23,0,ALIVE,2020/21,1/12/20,20/12/01,21/1/10,,0.143,8.07,5.49,NA,NA,0.092,16.615,20.069,36.684,,0,0,0,,,,0,
EG460_20,LD460_20,"""*302""",Box 1.26,m,Cl137_20,E045_M,,E053_F120,delicata,A-23,0,ALIVE,2020/21,1/12/20,20/12/01,21/1/10,,0.17,8.37,5.94,0.148,0.129411765,0.087,17.163,19.415,36.578,a bit watery,0,0,0,,,,0,
EG461_20,LD461_20,"""0004""",Box 1.26,f,CL138_20,E028_M,,E038_F120,delicata,A-28,0,ALIVE,2020/21,2/12/20,20/12/02,21/1/01,,0.123,7.9,5.34,0.109,0.113821138,0.101,,,,,0,0,0,,,,0,
EG462_20,LD462_20,"""4400""",Box 1.28,f,CL138_20,E028_M,,E051_F120,delicata,C-28,0,ALIVE,2020/21,2/12/20,20/12/02,20/12/31,,0.119,8.06,5.06,NA,NA,0.124,17.753,27.424,45.177,,0,0,0,,,,0,
EG463_20,LD463_20,"""0540""",Box 1.27,m,CL138_20,E028_M,,,delicata,C-23,0,ALIVE,2020/21,2/12/20,20/12/02,21/1/20,,0.134,8.01,5.36,NA,NA,0.11,17.137,25.702,42.839,,0,0,0,,,,0,
EG464_20,LD464_20,"""0510""",Box 1.27,m,CL138_20,E028_M,,E046_F120,delicata,A-23,0,ALIVE,2020/21,2/12/20,20/12/02,21/1/18,,0.137,8.37,5.32,0.12,0.124087591,0.113,18.225,22.948,41.173,,0,0,0,,,,0,
EG465_20,LG465_20,"""0001""",Box 1.28,m,CL139_20,E001_M,,E057_F120,guichenoti,C-23,0,ALIVE,2020/21,2/12/20,20/12/02,21/1/20,,0.221,9.07,6.63,NA,NA,0.153,19.673,27.517,47.19,,0,0,0,,,,0,
EG466_20,LG466_20,"""0003""",Box 1.28,m,CL139_20,E001_M,,,guichenoti,A-23,0,ALIVE,2020/21,2/12/20,20/12/02,21/1/19,,0.22,8.07,6.95,0.193,0.122727273,0.115,18.317,23.564,41.881,,0,0,0,,,,0,
EG467_20,LG467_20,"""0400""",Box 1.25,,CL139_20,E001_M,,E023_F120,guichenoti,A-28,0,ALIVE,2020/21,2/12/20,20/12/02,21/1/02,,0.203,8.22,6.56,0.188,0.073891626,0.161,20.802,27.154,47.956,a bit watery,0,0,1,,,,0,
EG468_20,LD468_20,,,,CL140_20,E009_M,,,delicata,A-28,1,MISSING,2020/21,4/12/20,20/12/04,21/1/04,,0.133,9.31,4.97,0.115,0.135338346,0.11,17.247,23.743,40.99,,0,0,0,,,,0,
EG469_20,LD469_20,"""(12)(234)30""",Box 1.25,m,CL140_20,E009_M,,Ind enclosure,delicata,C-28,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/03,,0.141,8.46,5.5,NA,NA,0.104,18.076,22.643,40.719,,0,0,1,,,,0,
EG470_20,LD470_20,"""1400""",Box 1.26,m,CL140_20,E009_M,,E047_F120,delicata,C-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/19,,0.125,8.49,5.25,NA,NA,0.1,17.625,21.952,39.577,,0,0,0,,,,0,
EG471_20,LD471_20,"""4400""",Box 1.26,f,CL140_20,E009_M,,E036_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/21,,0.111,8.39,4.6,0.099,0.108108108,0.088,18.225,20.87,39.095,,0,0,0,,,,0,
EG472_20,LD472_20,"""2050""",Box 1.27,m,CL140_20,E009_M,,,delicata,A-28,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/04,,0.12,7.55,5.3,0.104,0.133333333,0.092,18.115,23.086,41.201,,0,0,0,,,,0,
EG473_20,LD473_20,"""4300""",Box 1.26,f,CL140_20,E009_M,,E040_F120,delicata,C-28,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/03,,0.142,8.54,5.48,NA,NA,0.099,17.351,22.78,40.131,,0,0,0,,,,0,
EG474_20,LD474_20,"""3040""",Box 1.26,f,CL140_20,E009_M,,E041_F120,delicata,C-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/25,,0.131,7.93,5.24,NA,NA,0.114,18.21,25.531,43.741,,0,0,0,,,,0,
EG475_20,LD475_20,"""0105""",Box 1.26,f,CL140_20,E009_M,,E044_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/25,,0.127,7.97,5.22,0.109,0.141732283,0.096,17.804,25.799,43.603,a bit watery,0,0,0,,,,0,
