eggID,bd_liz_id,toeClip,sex,clutch,egg_encl_ID,species,trt,mortality,liz_status,season,date_egg_laid_.day.m.year..,date_egg_laid_.year.m.day.,hatch_date_.year.m.day.,Hatch_data_.day.m.year.,egg_mass,egg_length_mm,egg_width_mm,bd_svl_orig_mm,bd_tail_orig_mm,notes
EG625_21,NA,NA,NA,CL185_21,E014_M,delicata,CORT_28_5pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.126,9.15,4.69,NA,NA,egg died 31/1/22
EG626_21,NA,NA,NA,CL186_21,E018_M,delicata,CORT_23_10pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.146,8.85,5.69,NA,NA,egg died 27/12/21
EG627_21,NA,NA,NA,CL186_21,E018_M,delicata,C_28,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.142,8.55,5.71,NA,NA,egg died 31/12/21
EG628_21,NA,NA,NA,CL186_21,E018_M,delicata,CORT_23_5pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.134,8.86,5.2,NA,NA,egg died 3/01/21
EG629_21,NA,NA,NA,CL186_21,E018_M,delicata,CORT_28_5pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.139,8.36,5.72,NA,NA,egg died 31/12/21
EG630_21,NA,NA,NA,CL187_21,E017_M,delicata,C_28,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.127,8.76,5.25,NA,NA,egg died 5/1/22
EG631_21,NA,NA,NA,CL187_21,E017_M,delicata,C_23,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.125,8.52,5.38,NA,NA,egg died 5/1/22
EG632_21,?,,,CL187_21,E017_M,delicata,CORT_23_10pg,1,ALIVE,2021/22,22/12/2021,21/12/2022,,,0.143,8.87,5.52,NA,NA,
EG633_21,NA,NA,NA,CL187_21,E017_M,delicata,CORT_23_5pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.139,8.68,5.45,NA,NA,egg died 31/12/21
EG634_21,NA,NA,NA,CL188_21,E029_F120,delicata,CORT_28_10pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.105,8.53,4.75,NA,NA,egg died 27/12/21
EG635_21,NA,NA,NA,CL188_21,E029_F120,delicata,C_28,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.099,8.57,5.09,NA,NA,egg died 27/12/21
EG636_21,NA,NA,NA,CL188_21,E029_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.113,7.89,5.08,NA,NA,egg died 27/12/21
EG637_21,NA,NA,NA,CL188_21,E029_F120,delicata,CORT_23_5pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.109,8.4,4.91,NA,NA,egg died 27/12/21
EG638_21,NA,NA,NA,CL189_21,E013_M,delicata,CORT_28_10pg,0,DEAD,2021/22,22/12/2021,21/12/2022,NA,NA,0.125,8.17,5.48,NA,NA,eggd ied 27/12/21
EG639_21,NA,NA,NA,CL190_21,E020_F120,delicata,CORT_28_5pg,0,DEAD,2021/22,24/12/2021,21/12/2024,NA,NA,0.132,8.22,5.64,NA,NA,
EG640_21,LD640_21,,,CL190_21,E020_F120,delicata,C_28,1,ALIVE,2021/22,24/12/2021,21/12/2024,22/1/1931,,0.138,8.54,5.79,16,22,
EG641_21,LD641_21,,,CL190_21,E020_F120,delicata,CORT_28_10pg,0,DEAD,2021/22,24/12/2021,21/12/2024,22/1/1931,,0.129,8.84,5.54,17,22,died after hatching; 31/1/22
EG642_21,LD642_21,,,CL191_21,E019_F120,delicata,C_23,0,DEAD,2021/22,24/12/2021,21/12/2024,22/2/2011,,0.142,9.19,5.56,16,25,Euthanized 19/09/2022
EG643_21,LD643_21,,,CL191_21,E019_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,24/12/2021,21/12/2024,22/2/2012,,0.13,8.61,5.47,14,25,died after hatching; 17/02/2022
EG644_21,LD644_21,,,CL191_21,E019_F120,delicata,CORT_23_5pg,1,ALIVE,2021/22,24/12/2021,21/12/2024,22/2/2014,,0.14,8.77,5.75,16,25,
EG645_21,LD645_21,,,CL192_21,E018_20,delicata,CORT_23_5pg,0,DEAD,2021/22,24/12/2021,21/12/2024,22/1/2010,,0.17,8.66,6.39,15,23,Euthanized 19/09/2022
EG646_21,NA,NA,NA,CL192_21,E018_20,NA,CORT_23_10pg,0,DEAD,2021/22,24/12/2021,21/12/2024,NA,NA,0.172,9.09,6.01,NA,NA,egg died 2/03/2022
EG647_21,NA,,,CL193_21,E001_F120,delicata,C_23,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.145,8.69,5.79,NA,NA,egg died 31/1/22
EG648_21,NA,,,CL193_21,E001_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.102,7.39,5.3,NA,NA,egg died 3/01/21
EG649_21,NA,,,CL193_21,E001_F120,delicata,CORT_28_10pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.136,7.98,5.93,NA,NA,egg died 5/1/22
EG650_21,NA,,,CL193_21,E001_F120,delicata,CORT_28_5pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.098,6.99,5.4,NA,NA,egg died 5/1/22
EG651_21,LD651_21,,,CL193_21,E001_F120,delicata,C_28,1,ALIVE,2021/22,27/12/2021,21/12/2027,22/1/1931,,0.11,7.37,5.45,16,26,
EG652_21,LD652_21,,,CL194_21,E008_F120,delicata,C_23,1,ALIVE,2021/22,27/12/2021,21/12/2027,22/2/2013,,0.129,8.47,5.65,16,23,
EG653_21,NA,,,CL194_21,E008_F120,delicata,CORT_28_5pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.125,8.51,5.49,NA,NA,Died 31/12/21
EG654_21,LD654_21,,,CL194_21,E008_F120,delicata,C_28,1,ALIVE,2021/22,27/12/2021,21/12/2027,22/1/1931,,0.132,8.77,5.66,19,24,
EG655_21,NA,,,CL194_21,E008_F120,delicata,CORT_28_10pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.136,9.02,5.13,NA,NA,egg died 5/1/22
EG656_21,LD656_21,,,CL195_21,LD283_20/LD292_20,delicata,CORT_23_10pg,0,DEAD,2021/22,27/12/2021,21/12/2027,22/2/2014,,0.124,7.8,5.98,13,18,Hatchlin died 16/2/22
EG657_21,NA,,,CL195_21,LD283_20/LD292_20,delicata,CORT_28_10pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.134,7.25,5.96,NA,NA,egg died 5/1/22
EG658_21,LD658_21,,,CL195_21,LD283_20/LD292_20,delicata,C_28,1,ALIVE,2021/22,27/12/2021,21/12/2027,22/1/1931,,0.121,7.6,5.62,16,18,
EG659_21,LD659_21,,,CL195_21,LD283_20/LD292_20,delicata,CORT_28_5pg,0,DEAD,2021/22,27/12/2021,21/12/2027,22/1/1931,,0.121,7.28,6.03,16,20,died after hatching; 31/1/22
EG660_21,NA,,,CL196_21,LD416_20/396_20,delicata,CORT_23_10pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.097,8.23,4.8,NA,NA,note litle dehydrated; Died 31/12/21
EG661_21,NA,,,CL196_21,LD416_20/396_20,delicata,C_23,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.095,8.69,4.51,NA,NA,note litle dehydrated; egg died 3/01/21
EG662_21,NA,,,CL196_21,LD416_20/396_20,delicata,CORT_23_5pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.097,8.75,4.25,NA,NA,note litle dehydrated; egg died 3/01/21
EG663_21,NA,,,CL196_21,LD416_20/396_20,delicata,CORT_28_5pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.097,8.08,4.6,NA,NA,note litle dehydrated; egg died 3/01/21
EG664_21,NA,,,CL197_21,E007_F120,delicata,CORT_23_5pg,0,DEAD,2021/22,27/12/2021,21/12/2027,,,0.168,9.06,6.13,NA,NA,egg died 5/1/22
EG665_21,LD665_21,,,CL197_21,E007_F120,delicata,C_23,1,ALIVE,2021/22,27/12/2021,21/12/2027,22/2/2013,,NA,NA,NA,17,24,Note; accidnetly injected unmeasured egg; doh
EG666_21,LD666_21,,,CL197_21,E007_F120,delicata,CORT_23_10pg,1,ALIVE,2021/22,27/12/2021,21/12/2027,22/2/2014,,0.166,8.94,6.06,17,23,
E028-M-01,NA,,,CL198_21,E028_M,delicata,CORT_28_10pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.155,8.64,6.1,NA,NA,albumin leaked out; egg died 07/01/22
E028-M-02,LD_E028-M-02_21,,,CL198_21,E028_M,delicata,CORT_28_5pg,1,ALIVE,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.171,9.06,6.18,18,22,
E028-M-03,NA,,,CL198_21,E028_M,delicata,C_28,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.148,8.46,5.94,NA,NA,egg died 3/01/21
E028-M-04,NA,,,CL198_21,E028_M,delicata,CORT_23_5pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.144,8.91,5.57,NA,NA,albumin leaked out; egg died 12/1/2022
E028-M-05,NA,,,CL198_21,E028_M,delicata,C_23,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.169,9.41,5.98,NA,NA,albumin leaked out; egg died 5/1/22
E030-M-01,LD_E030-M-01,,,CL199_21,E030_M,delicata,CORT_28_5pg,1,ALIVE,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.138,7.31,6.05,17,23,"wasn't attached to clump of four eggs (separate clutch?), albumin leaked out"
E030-M-02,LD_E030-M-02,,,CL199_21,E030_M,delicata,C_28,1,ALIVE,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.138,7.41,6.04,15,23,albumin leaked out; weird growth on side. Tumor?
E030-M-03,LD_E030-M-03,,,CL199_21,E030_M,delicata,C_23,0,DEAD,2021/22,29/12/2021,21/12/2029,22/2/2018,,0.153,7.96,6.11,17,22,albumin leaked out; egg died 12/1/2022
E030-M-04,LD_E030-M-02,,,CL199_21,E030_M,delicata,CORT_28_10pg,1,ALIVE,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.147,7.89,6.11,16,24,albumin leaked out
E030-M-05,LD_E030-M-05,,,CL199_21,E030_M,delicata,CORT_23_5pg,0,MISSING,2021/22,29/12/2021,21/12/2029,22/2/2016,,0.134,8.21,5.76,16,21,albumin leaked out; Lizard escaped and is missing 23.Marc.22
E03LM-01,LD_E03LM-01,,,CL200_21,E03_M,delicata,CORT_28_5pg,0,DEAD,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.18,8.77,6.46,18,27,albumin leaked out; died after hatching; 3/2/22
E03LM-02,LD_E03LM-02,,,CL200_21,E03_M,delicata,C_28,1,ALIVE,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.158,8.29,5.96,17,26,albumin leaked out
E03LM-03,?,,,CL200_21,E03_M,delicata,CORT_28_10pg,1,ALIVE,2021/22,29/12/2021,21/12/2029,,,0.158,8.48,6.01,NA,NA,albumin leaked out
E03LM-04,NA,,,CL200_21,E03_M,delicata,CORT_23_5pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.158,8.97,5.79,NA,NA,albumin leaked out
E03LM-05,NA,,,CL200_21,E03_M,delicata,CORT_23_10pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.164,9.15,5.81,NA,NA,albumin leaked out; egg died 5/1/22
E018_F120-01,LD_E018_F120_01,,,CL201_21,E018_F120,delicata,CORT_28_5pg,1,ALIVE,2021/22,29/12/2021,21/12/2029,22/1/1931,,0.124,8.03,5.36,18,22,
E018_F120-02,NA,,,CL201_21,E018_F120,delicata,CORT_23_5pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.12,8.07,5.46,NA,NA,albumin leaked out; egg died 3/01/21
E018_F120-03,NA,,,CL201_21,E018_F120,delicata,C_23,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.124,8.08,5.66,NA,NA,egg died 12/1/2022
E018_F120-04,NA,,,CL201_21,E018_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.116,8.37,5.19,NA,NA,egg died 3/01/21
E020_F120-01,NA,,,CL202_21,E020_F120,delicata,CORT_23_5pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.168,8.25,6.51,NA,NA,albumin leaked out; egg died 3/01/21
E020_F120-02,NA,,,CL202_21,E020_F120,delicata,C_23,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.121,8.24,5.47,NA,NA,egg died 3/01/21
E020_F120-03,NA,,,CL202_21,E020_F120,delicata,CORT_28_10pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.131,9.12,5.37,NA,NA,egg died 5/1/22
E020_F120-04,NA,,,CL202_21,E020_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.136,9.2,5.52,NA,NA,albumin leaked out; egg died 3/01/21
E020_F120-05,NA,,,CL202_21,E020_F120,delicata,C_28,0,DEAD,2021/22,29/12/2021,21/12/2029,,,0.129,8.61,5.51,NA,NA,albumin leaked out; egg died 5/1/22
EG691_21,LD691_21,,,CL203_21,E002_F120,delicata,CORT_23_5pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2020,,0.135,8.34,5.65,16,23,
EG692_21,LD692_21,,,CL203_21,E002_F120,delicata,CORT_23_10pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2020,,0.129,8.43,5.51,15,23,
EG693_21,LD693_21,,,CL203_21,E002_F120,delicata,CORT_28_5pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2002,,0.125,8.11,5.58,19,24,
EG694_21,LD694_21,,,CL203_21,E002_F120,delicata,C_23,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2020,,0.131,8.27,5.5,16,22,
EG695_21,LD695_21,,,CL204_21,E022_F120,delicata,C_28,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.159,8.84,6.06,18,24,
EG696_21,LD696_21,,,CL204_21,E022_F120,delicata,C_23,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2021,,0.149,8.02,6.13,17,23,
EG697_21,NA,,,CL204_21,E022_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.141,8.44,5.65,NA,NA,egg died 31/1/22
EG698_21,LD698_21,,,CL204_21,E022_F120,delicata,CORT_28_5pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2001,,0.153,8.43,6.16,18,25,
EG699_21,LD699_21,,,CL204_21,E022_F120,delicata,CORT_23_5pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2020,,0.146,8.68,5.83,19,25,
EG700_21,LD700_21,,,CL205_21,E022_F120,delicata,C_23,0,DEAD,2021/22,31/12/2021,21/12/1931,22/2/2018,,0.157,8.25,6.27,16,20,Hatchling died 21/2/22
EG701_21,LD701_21,,,CL205_21,E022_F120,delicata,CORT_23_5pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2020,,0.156,9.27,5.72,16,24,
EG702_21,LD702_21,,,CL205_21,E022_F120,delicata,CORT_28_5pg,0,DEAD,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.158,8.43,6,17,23,died at hatch
EG703_21,LD703_21,,,CL205_21,E022_F120,delicata,C_28,0,DEAD,2021/22,31/12/2021,21/12/1931,22/2/2004,,0.157,8.56,6.16,17,24,died after hatching; 4/2/22
EG704_21,LD704_21,,,CL206_21,E029_M,delicata,C_28,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.121,8.25,5.58,17,22,
EG705_21,NA,,,CL206_21,E029_M,delicata,C_23,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.12,7.74,5.68,NA,NA,egg died 31/1/22
EG706_21,NA,,,CL206_21,E029_M,delicata,CORT_23_10pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.128,7.43,5.91,NA,NA,egg died 5/1/22
EG707_21,NA,,,CL206_21,E029_M,delicata,CORT_23_5pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.115,7.59,5.48,NA,NA,egg died 12/1/2022
EG708_21,NA,,,CL206_21,E029_M,delicata,CORT_28_5pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.118,7.25,5.69,NA,NA,egg died 12/1/2022
EG709_21,NA,,,CL206_21,E029_M,delicata,CORT_28_10pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.122,7.76,5.94,NA,NA,egg died 5/1/22
EG710_21,LD710_21,,,CL207_21,E014_F120,delicata,CORT_28_10pg,0,DEAD,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.145,8.62,5.8,16,20,died 22/2/1 day after hatching
EG711_21,LD711_21,,,CL207_21,E014_F120,delicata,C_23,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2020,,0.133,7.96,5.57,17,22,
EG712_21,NA,,,CL207_21,E014_F120,delicata,CORT_23_5pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.135,8.59,5.47,NA,NA,egg died 12/1/2022
EG713_21,NA,,,CL207_21,E014_F120,delicata,CORT_23_10pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.123,7.85,5.63,NA,NA,egg died 31/1/22
EG714_21,NA,,,CL207_21,E014_F120,delicata,CORT_28_5pg,0,DEAD,2021/22,31/12/2021,21/12/1931,,,0.131,8.25,5.58,NA,NA,egg died 5/1/22
EG715_21,LD715_21,,,CL207_21,E014_F120,delicata,C_28,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.128,8.3,5.5,18,25,
EG716_21,LD716_21,,,CL208_21,E016_M,delicata,CORT_23_10pg,0,DEAD,2021/22,31/12/2021,21/12/1931,22/2/2017,,0.164,8.41,6.05,17,19,Hatchling died 21/2/22
EG717_21,LD717_21,,,CL208_21,E016_M,delicata,CORT_28_5pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.176,8.65,6.35,18,24,
EG718_21,LD718_21,,,CL208_21,E016_M,delicata,CORT_28_10pg,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.173,8.59,6.26,17,24,
EG719_21,LD719_21,,,CL208_21,E016_M,delicata,C_28,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/1/1931,,0.159,8.22,6.13,18,24,
EG720_21,LD720_21,,,CL208_21,E016_M,delicata,C_23,1,ALIVE,2021/22,31/12/2021,21/12/1931,22/2/2017,,0.171,8.52,6.25,16,22,
EG721_21,LD721_21,,,CL209_21,E004_F120,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2021,,0.102,9.08,4.67,18,25,egg dehydrated quite bad
EG722_21,LD722_21,,,CL209_21,E004_F120,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,,,0.108,8.36,5.11,16,21,"egg litle dehydrated, but fine"
EG723_21,LD723_21,,,CL209_21,E004_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2021,,0.118,8.47,5.46,19,25,"egg litle dehydrated, but fine"
EG725_21,NA,,,CL210_21,E001_F120,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,1/1/2022,22/1/2001,,,0.135,7.88,6.2,NA,NA,egg died 15/02/22
EG726_21,LD726_21,,,CL210_21,E001_F120,delicata,C_28_Topical,0,DEAD,2021/22,1/1/2022,22/1/2001,22/2/2003,,0.125,7.8,5.56,17,22,died after hatching; 3/2/22
EG727_21,LD727_21,,,CL210_21,E001_F120,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2027,,0.126,8.05,5.84,18,24,"** Note that this ID was unclear. Could be labelled 772, but more likely 727. 772 is already hatched. Defnietly from 23C treatment"
EG728_21,LD728_21,,,CL210_21,E001_F120,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2003,,0.131,8.46,5.67,17,23,
EG729_21,LD729_21,,,CL210_21,E001_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2024,,0.126,7.98,5.42,18,24,
EG730_21,LD730_21,,,CL211_21,E018_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2021,,0.162,8.29,6.38,17,25,
EG731_21,LD731_21,,,CL211_21,E018_M,delicata,CORT_23_5pg_Topical,0,MISSING,2021/22,1/1/2022,22/1/2001,22/2/2021,,0.155,8.43,6.17,18,26,Lizard missing 23 Mar 22
EG732_21,LD732_21,,,CL211_21,E018_M,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2020,,0.151,8.27,6.03,17,24,
EG733_21,LD733_21,,,CL211_21,E018_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2002,,0.156,8.66,6.21,18,25,
EG734_21,LD734_21,,,CL211_21,E018_M,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/1/1931,,0.147,8.54,5.94,18,22,
EG735_21,LD735_21,,,CL212_21,E025_M,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2002,,0.177,8.42,6.61,19,25,
EG736_21,LD736_21,,,CL212_21,E025_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2001,,0.164,7.61,6.67,19,26,
EG737_21,LD737_21,,,CL212_21,E025_M,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2021,,0.162,7.84,6.64,19,26,
EG738_21,LD738_21,,,CL212_21,E025_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2021,,0.165,8.48,6.56,18,27,
EG739_21,LD739_21,,,CL212_21,E025_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2018,,0.175,8.28,6.42,16,24,
EG740_21,LD740_21,,,CL213_21,E026_M,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,,,0.18,8.3,6.6,18,27,
EG741_21,NA,,,CL213_21,E026_M,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,1/1/2022,22/1/2001,,,0.191,8.96,6.65,NA,NA,egg died 31/1/22; but dried out
EG742_21,LD742_21,,,CL213_21,E026_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2003,,0.184,8.6,6.57,17,28,
EG743_21,LD743_21,,,CL213_21,E026_M,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,,,0.187,8.35,6.8,19,27,
EG744_21,LD744_21,,,CL214_21,E007_F120,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2006,,0.119,9.16,5.48,19,27,
EG745_21,?,,,CL214_21,E007_F120,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,,,0.124,8.78,5.61,NA,NA,
EG746_21,LD746_21,,,CL214_21,E007_F120,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2023,,0.119,8.68,5.49,17,25,
EG747_21,LD747_21,,,CL214_21,E007_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2024,,0.115,8.83,5.21,17,23,
EG748_21,LD748_21,,,CL215_21,E017_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2023,,0.157,8,6.37,19,24,
EG749_21,LD749_21,,,CL215_21,E017_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2004,,0.152,8.46,6.22,18,24,
EG750_21,LD750_21,,,CL215_21,E017_M,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2022,,0.151,8.64,5.99,18,26,
EG751_21,LD751_21,,,CL215_21,E017_M,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2002,,0.154,8.4,6.44,19,25,
EG752_21,NA,,,CL216_21,E014_M,delicata,CORT_23_10pg_Topical,0,DEAD,2021/22,1/1/2022,22/1/2001,,,0.162,9.12,6.38,NA,NA,egg died 31/1/22
EG753_21,LD753_21,,,CL216_21,E014_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2020,,0.165,9.29,6.18,18,28,
EG754_21,LD754_21,,,CL216_21,E014_M,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2020,,0.161,8.61,6.49,19,26,
EG755_21,LD755_21,,,CL216_21,E014_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2002,,0.171,9.07,6.25,19,21,
EG756_21,LD756_21,,,CL216_21,E014_M,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2004,,0.18,9.3,6.5,16,26,
EG757_21,LD757_21,,,CL217_21,E014_M,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,1/1/2022,22/1/2001,22/2/2003,,0.105,8.48,5.05,16,24,died after hatching; 3/2/22
EG758_21,LD758_21,,,CL217_21,E014_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2004,,0.11,7.78,5.23,17,24,
EG759_21,LD759_21,,,CL217_21,E014_M,delicata,C_28_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2003,,0.113,7.7,5.34,17,26,
EG760_21,LD760_21,,,CL217_21,E014_M,delicata,C_23_Topical,1,ALIVE,2021/22,1/1/2022,22/1/2001,22/2/2022,,0.114,8.09,5.35,18,24,
EG761_21,NA,,,CL217_21,E014_M,delicata,CORT_23_5pg_Topical,0,DEAD,2021/22,1/1/2022,22/1/2001,,,0.112,8.77,5.1,NA,NA,egg died 31/1/22
EG762_21,LD762_21,,,CL218_21,E025_M,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,5/1/2022,22/1/2005,22/2/2003,,0.156,8.92,5.78,18,24,died after hatching; 4/2/22
EG763_21,LD763_21,,,CL218_21,E025_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2004,,0.151,8.91,5.83,16,27,
EG764_21,LD764_21,,,CL218_21,E025_M,delicata,C_23_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2024,,0.139,8.08,5.94,18,27,
EG765_21,LD765_21,,,CL218_21,E025_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2024,,0.156,8.63,5.63,18,27,
EG766_21,NA,,,CL218_21,E025_M,delicata,CORT_23_10pg_Topical,0,DEAD,2021/22,5/1/2022,22/1/2005,,,0.139,8,5.94,NA,NA,egg died 31/1/22
EG767_21,LD767_21,,,CL219_21,E004_F120,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2024,,0.177,9.16,6.25,16,25,
EG768_21,LD768_21,,,CL219_21,E004_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2021,,0.182,9.24,6,18,23,
EG769_21,LD769_21,,,CL219_21,E004_F120,delicata,C_23_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2021,,0.19,9.9,6.16,18,27,
